course_id,title,domain,topic,level,duration,language,provider,tags,redirect_url,data_source
IGOT-0082,Big Data Analytics – Foundation Level,Technical Competencies,Big Data Analytics,Foundation,12 hrs,"English, Hindi",Capacity Building Commission (CBC),Technical Competencies; Big Data Analytics; Foundation,https://igotkarmayogi.gov.in/#/explore?searchQuery=Big%20Data%20Analytics,SYNTHETIC_SAMPLE_FOR_DEMO
IGOT-0083,Big Data Analytics – Intermediate Level,Technical Competencies,Big Data Analytics,Intermediate,20 hrs,"English, Hindi, Regional",iGOT Karmayogi Central Content Team,Technical Competencies; Big Data Analytics; Intermediate,https://igotkarmayogi.gov.in/#/explore?searchQuery=Big%20Data%20Analytics,SYNTHETIC_SAMPLE_FOR_DEMO
IGOT-0084,Big Data Analytics – Advanced Level,Technical Competencies,Big Data Analytics,Advanced,2 hrs,English,National Statistical Systems Training Academy (NSSTA),Technical Competencies; Big Data Analytics; Advanced,https://igotkarmayogi.gov.in/#/explore?searchQuery=Big%20Data%20Analytics,SYNTHETIC_SAMPLE_FOR_DEMO
IGOT-0085,Data Engineering Pipelines – Foundation Level,Technical Competencies,Data Engineering Pipelines,Foundation,4 hrs,"English, Hindi",Indian Institute of Public Administration (IIPA),Technical Competencies; Data Engineering Pipelines; Foundation,https://igotkarmayogi.gov.in/#/explore?searchQuery=Data%20Engineering%20Pipelines,SYNTHETIC_SAMPLE_FOR_DEMO
IGOT-0086,Data Engineering Pipelines – Intermediate Level,Technical Competencies,Data Engineering Pipelines,Intermediate,6 hrs,"English, Hindi, Regional",Ministry of Statistics and Programme Implementation (MoSPI),Technical Competencies; Data Engineering Pipelines; Intermediate,https://igotkarmayogi.gov.in/#/explore?searchQuery=Data%20Engineering%20Pipelines,SYNTHETIC_SAMPLE_FOR_DEMO
IGOT-0087,Data Engineering Pipelines – Advanced Level,Technical Competencies,Data Engineering Pipelines,Advanced,8 hrs,English,National Informatics Centre (NIC),Technical Competencies; Data Engineering Pipelines; Advanced,https://igotkarmayogi.gov.in/#/explore?searchQuery=Data%20Engineering%20Pipelines,SYNTHETIC_SAMPLE_FOR_DEMO
IGOT-0088,NLP for Government Text Data – Foundation Level,Technical Competencies,NLP for Government Text Data,Foundation,12 hrs,"English, Hindi",Capacity Building Commission (CBC),Technical Competencies; NLP for Government Text Data; Foundation,https://igotkarmayogi.gov.in/#/explore?searchQuery=NLP%20for%20Government%20Text%20Data,SYNTHETIC_SAMPLE_FOR_DEMO
IGOT-0089,NLP for Government Text Data – Intermediate Level,Technical Competencies,NLP for Government Text Data,Intermediate,20 hrs,"English, Hindi, Regional",iGOT Karmayogi Central Content Team,Technical Competencies; NLP for Government Text Data; Intermediate,https://igotkarmayogi.gov.in/#/explore?searchQuery=NLP%20for%20Government%20Text%20Data,SYNTHETIC_SAMPLE_FOR_DEMO
IGOT-0090,NLP for Government Text Data – Advanced Level,Technical Competencies,NLP for Government Text Data,Advanced,2 hrs,English,National Statistical Systems Training Academy (NSSTA),Technical Competencies; NLP for Government Text Data; Advanced,https://igotkarmayogi.gov.in/#/explore?searchQuery=NLP%20for%20Government%20Text%20Data,SYNTHETIC_SAMPLE_FOR_DEMO
IGOT-0091,Cybersecurity Fundamentals – Foundation Level,Digital Governance,Cybersecurity Fundamentals,Foundation,4 hrs,"English, Hindi",Indian Institute of Public Administration (IIPA),Digital Governance; Cybersecurity Fundamentals; Foundation,https://igotkarmayogi.gov.in/#/explore?searchQuery=Cybersecurity%20Fundamentals,SYNTHETIC_SAMPLE_FOR_DEMO
IGOT-0092,Cybersecurity Fundamentals – Intermediate Level,Digital Governance,Cybersecurity Fundamentals,Intermediate,6 hrs,"English, Hindi, Regional",Ministry of Statistics and Programme Implementation (MoSPI),Digital Governance; Cybersecurity Fundamentals; Intermediate,https://igotkarmayogi.gov.in/#/explore?searchQuery=Cybersecurity%20Fundamentals,SYNTHETIC_SAMPLE_FOR_DEMO
IGOT-0093,Cybersecurity Fundamentals – Advanced Level,Digital Governance,Cybersecurity Fundamentals,Advanced,8 hrs,English,National Informatics Centre (NIC),Digital Governance; Cybersecurity Fundamentals; Advanced,https://igotkarmayogi.gov.in/#/explore?searchQuery=Cybersecurity%20Fundamentals,SYNTHETIC_SAMPLE_FOR_DEMO
IGOT-0094,Data Privacy & Protection – Foundation Level,Digital Governance,Data Privacy & Protection,Foundation,12 hrs,"English, Hindi",Capacity Building Commission (CBC),Digital Governance; Data Privacy & Protection; Foundation,https://igotkarmayogi.gov.in/#/explore?searchQuery=Data%20Privacy%20%26%20Protection,SYNTHETIC_SAMPLE_FOR_DEMO
IGOT-0095,Data Privacy & Protection – Intermediate Level,Digital Governance,Data Privacy & Protection,Intermediate,20 hrs,"English, Hindi, Regional",iGOT Karmayogi Central Content Team,Digital Governance; Data Privacy & Protection; Intermediate,https://igotkarmayogi.gov.in/#/explore?searchQuery=Data%20Privacy%20%26%20Protection,SYNTHETIC_SAMPLE_FOR_DEMO
IGOT-0096,Data Privacy & Protection – Advanced Level,Digital Governance,Data Privacy & Protection,Advanced,2 hrs,English,National Statistical Systems Training Academy (NSSTA),Digital Governance; Data Privacy & Protection; Advanced,https://igotkarmayogi.gov.in/#/explore?searchQuery=Data%20Privacy%20%26%20Protection,SYNTHETIC_SAMPLE_FOR_DEMO
IGOT-0097,Digital Signature Certification – Foundation Level,Digital Governance,Digital Signature Certification,Foundation,4 hrs,"English, Hindi",Indian Institute of Public Administration (IIPA),Digital Governance; Digital Signature Certification; Foundation,https://igotkarmayogi.gov.in/#/explore?searchQuery=Digital%20Signature%20Certification,SYNTHETIC_SAMPLE_FOR_DEMO
IGOT-0098,Digital Signature Certification – Intermediate Level,Digital Governance,Digital Signature Certification,Intermediate,6 hrs,"English, Hindi, Regional",Ministry of Statistics and Programme Implementation (MoSPI),Digital Governance; Digital Signature Certification; Intermediate,https://igotkarmayogi.gov.in/#/explore?searchQuery=Digital%20Signature%20Certification,SYNTHETIC_SAMPLE_FOR_DEMO
IGOT-0099,Digital Signature Certification – Advanced Level,Digital Governance,Digital Signature Certification,Advanced,8 hrs,English,National Informatics Centre (NIC),Digital Governance; Digital Signature Certification; Advanced,https://igotkarmayogi.gov.in/#/explore?searchQuery=Digital%20Signature%20Certification,SYNTHETIC_SAMPLE_FOR_DEMO
IGOT-0100,Government Cloud (GI Cloud/Meghraj) – Foundation Level,Digital Governance,Government Cloud (GI Cloud/Meghraj),Foundation,12 hrs,"English, Hindi",Capacity Building Commission (CBC),Digital Governance; Government Cloud (GI Cloud/Meghraj); Foundation,https://igotkarmayogi.gov.in/#/explore?searchQuery=Government%20Cloud%20%28GI%20Cloud/Meghraj%29,SYNTHETIC_SAMPLE_FOR_DEMO
IGOT-0101,Government Cloud (GI Cloud/Meghraj) – Intermediate Level,Digital Governance,Government Cloud (GI Cloud/Meghraj),Intermediate,20 hrs,"English, Hindi, Regional",iGOT Karmayogi Central Content Team,Digital Governance; Government Cloud (GI Cloud/Meghraj); Intermediate,https://igotkarmayogi.gov.in/#/explore?searchQuery=Government%20Cloud%20%28GI%20Cloud/Meghraj%29,SYNTHETIC_SAMPLE_FOR_DEMO
IGOT-0102,Government Cloud (GI Cloud/Meghraj) – Advanced Level,Digital Governance,Government Cloud (GI Cloud/Meghraj),Advanced,2 hrs,English,National Statistical Systems Training Academy (NSSTA),Digital Governance; Government Cloud (GI Cloud/Meghraj); Advanced,https://igotkarmayogi.gov.in/#/explore?searchQuery=Government%20Cloud%20%28GI%20Cloud/Meghraj%29,SYNTHETIC_SAMPLE_FOR_DEMO
IGOT-0103,Digital Public Infrastructure (DPI) – Foundation Level,Digital Governance,Digital Public Infrastructure (DPI),Foundation,4 hrs,"English, Hindi",Indian Institute of Public Administration (IIPA),Digital Governance; Digital Public Infrastructure (DPI); Foundation,https://igotkarmayogi.gov.in/#/explore?searchQuery=Digital%20Public%20Infrastructure%20%28DPI%29,SYNTHETIC_SAMPLE_FOR_DEMO
IGOT-0104,Digital Public Infrastructure (DPI) – Intermediate Level,Digital Governance,Digital Public Infrastructure (DPI),Intermediate,6 hrs,"English, Hindi, Regional",Ministry of Statistics and Programme Implementation (MoSPI),Digital Governance; Digital Public Infrastructure (DPI); Intermediate,https://igotkarmayogi.gov.in/#/explore?searchQuery=Digital%20Public%20Infrastructure%20%28DPI%29,SYNTHETIC_SAMPLE_FOR_DEMO
IGOT-0105,Digital Public Infrastructure (DPI) – Advanced Level,Digital Governance,Digital Public Infrastructure (DPI),Advanced,8 hrs,English,National Informatics Centre (NIC),Digital Governance; Digital Public Infrastructure (DPI); Advanced,https://igotkarmayogi.gov.in/#/explore?searchQuery=Digital%20Public%20Infrastructure%20%28DPI%29,SYNTHETIC_SAMPLE_FOR_DEMO
IGOT-0106,e-Governance Frameworks – Foundation Level,Digital Governance,e-Governance Frameworks,Foundation,12 hrs,"English, Hindi",Capacity Building Commission (CBC),Digital Governance; e-Governance Frameworks; Foundation,https://igotkarmayogi.gov.in/#/explore?searchQuery=e-Governance%20Frameworks,SYNTHETIC_SAMPLE_FOR_DEMO
IGOT-0107,e-Governance Frameworks – Intermediate Level,Digital Governance,e-Governance Frameworks,Intermediate,20 hrs,"English, Hindi, Regional",iGOT Karmayogi Central Content Team,Digital Governance; e-Governance Frameworks; Intermediate,https://igotkarmayogi.gov.in/#/explore?searchQuery=e-Governance%20Frameworks,SYNTHETIC_SAMPLE_FOR_DEMO
IGOT-0108,e-Governance Frameworks – Advanced Level,Digital Governance,e-Governance Frameworks,Advanced,2 hrs,English,National Statistical Systems Training Academy (NSSTA),Digital Governance; e-Governance Frameworks; Advanced,https://igotkarmayogi.gov.in/#/explore?searchQuery=e-Governance%20Frameworks,SYNTHETIC_SAMPLE_FOR_DEMO
IGOT-0109,IT Act & Compliance – Foundation Level,Digital Governance,IT Act & Compliance,Foundation,4 hrs,"English, Hindi",Indian Institute of Public Administration (IIPA),Digital Governance; IT Act & Compliance; Foundation,https://igotkarmayogi.gov.in/#/explore?searchQuery=IT%20Act%20%26%20Compliance,SYNTHETIC_SAMPLE_FOR_DEMO
IGOT-0110,IT Act & Compliance – Intermediate Level,Digital Governance,IT Act & Compliance,Intermediate,6 hrs,"English, Hindi, Regional",Ministry of Statistics and Programme Implementation (MoSPI),Digital Governance; IT Act & Compliance; Intermediate,https://igotkarmayogi.gov.in/#/explore?searchQuery=IT%20Act%20%26%20Compliance,SYNTHETIC_SAMPLE_FOR_DEMO
IGOT-0111,IT Act & Compliance – Advanced Level,Digital Governance,IT Act & Compliance,Advanced,8 hrs,English,National Informatics Centre (NIC),Digital Governance; IT Act & Compliance; Advanced,https://igotkarmayogi.gov.in/#/explore?searchQuery=IT%20Act%20%26%20Compliance,SYNTHETIC_SAMPLE_FOR_DEMO
IGOT-0112,Secure Data Exchange Protocols – Foundation Level,Digital Governance,Secure Data Exchange Protocols,Foundation,12 hrs,"English, Hindi",Capacity Building Commission (CBC),Digital Governance; Secure Data Exchange Protocols; Foundation,https://igotkarmayogi.gov.in/#/explore?searchQuery=Secure%20Data%20Exchange%20Protocols,SYNTHETIC_SAMPLE_FOR_DEMO
IGOT-0113,Secure Data Exchange Protocols – Intermediate Level,Digital Governance,Secure Data Exchange Protocols,Intermediate,20 hrs,"English, Hindi, Regional",iGOT Karmayogi Central Content Team,Digital Governance; Secure Data Exchange Protocols; Intermediate,https://igotkarmayogi.gov.in/#/explore?searchQuery=Secure%20Data%20Exchange%20Protocols,SYNTHETIC_SAMPLE_FOR_DEMO
IGOT-0114,Secure Data Exchange Protocols – Advanced Level,Digital Governance,Secure Data Exchange Protocols,Advanced,2 hrs,English,National Statistical Systems Training Academy (NSSTA),Digital Governance; Secure Data Exchange Protocols; Advanced,https://igotkarmayogi.gov.in/#/explore?searchQuery=Secure%20Data%20Exchange%20Protocols,SYNTHETIC_SAMPLE_FOR_DEMO
IGOT-0115,Aadhaar-enabled Service Delivery – Foundation Level,Digital Governance,Aadhaar-enabled Service Delivery,Foundation,4 hrs,"English, Hindi",Indian Institute of Public Administration (IIPA),Digital Governance; Aadhaar-enabled Service Delivery; Foundation,https://igotkarmayogi.gov.in/#/explore?searchQuery=Aadhaar-enabled%20Service%20Delivery,SYNTHETIC_SAMPLE_FOR_DEMO
IGOT-0116,Aadhaar-enabled Service Delivery – Intermediate Level,Digital Governance,Aadhaar-enabled Service Delivery,Intermediate,6 hrs,"English, Hindi, Regional",Ministry of Statistics and Programme Implementation (MoSPI),Digital Governance; Aadhaar-enabled Service Delivery; Intermediate,https://igotkarmayogi.gov.in/#/explore?searchQuery=Aadhaar-enabled%20Service%20Delivery,SYNTHETIC_SAMPLE_FOR_DEMO
IGOT-0117,Aadhaar-enabled Service Delivery – Advanced Level,Digital Governance,Aadhaar-enabled Service Delivery,Advanced,8 hrs,English,National Informatics Centre (NIC),Digital Governance; Aadhaar-enabled Service Delivery; Advanced,https://igotkarmayogi.gov.in/#/explore?searchQuery=Aadhaar-enabled%20Service%20Delivery,SYNTHETIC_SAMPLE_FOR_DEMO
IGOT-0118,Cyber Hygiene at Workplace – Foundation Level,Digital Governance,Cyber Hygiene at Workplace,Foundation,12 hrs,"English, Hindi",Capacity Building Commission (CBC),Digital Governance; Cyber Hygiene at Workplace; Foundation,https://igotkarmayogi.gov.in/#/explore?searchQuery=Cyber%20Hygiene%20at%20Workplace,SYNTHETIC_SAMPLE_FOR_DEMO
IGOT-0119,Cyber Hygiene at Workplace – Intermediate Level,Digital Governance,Cyber Hygiene at Workplace,Intermediate,20 hrs,"English, Hindi, Regional",iGOT Karmayogi Central Content Team,Digital Governance; Cyber Hygiene at Workplace; Intermediate,https://igotkarmayogi.gov.in/#/explore?searchQuery=Cyber%20Hygiene%20at%20Workplace,SYNTHETIC_SAMPLE_FOR_DEMO
IGOT-0120,Cyber Hygiene at Workplace – Advanced Level,Digital Governance,Cyber Hygiene at Workplace,Advanced,2 hrs,English,National Statistical Systems Training Academy (NSSTA),Digital Governance; Cyber Hygiene at Workplace; Advanced,https://igotkarmayogi.gov.in/#/explore?searchQuery=Cyber%20Hygiene%20at%20Workplace,SYNTHETIC_SAMPLE_FOR_DEMO
IGOT-0121,Leadership in Public Service – Foundation Level,Behavioural & Managerial Competencies,Leadership in Public Service,Foundation,4 hrs,"English, Hindi",Indian Institute of Public Administration (IIPA),Behavioural & Managerial Competencies; Leadership in Public Service; Foundation,https://igotkarmayogi.gov.in/#/explore?searchQuery=Leadership%20in%20Public%20Service,SYNTHETIC_SAMPLE_FOR_DEMO
IGOT-0122,Leadership in Public Service – Intermediate Level,Behavioural & Managerial Competencies,Leadership in Public Service,Intermediate,6 hrs,"English, Hindi, Regional",Ministry of Statistics and Programme Implementation (MoSPI),Behavioural & Managerial Competencies; Leadership in Public Service; Intermediate,https://igotkarmayogi.gov.in/#/explore?searchQuery=Leadership%20in%20Public%20Service,SYNTHETIC_SAMPLE_FOR_DEMO
IGOT-0123,Leadership in Public Service – Advanced Level,Behavioural & Managerial Competencies,Leadership in Public Service,Advanced,8 hrs,English,National Informatics Centre (NIC),Behavioural & Managerial Competencies; Leadership in Public Service; Advanced,https://igotkarmayogi.gov.in/#/explore?searchQuery=Leadership%20in%20Public%20Service,SYNTHETIC_SAMPLE_FOR_DEMO
IGOT-0124,Effective Communication – Foundation Level,Behavioural & Managerial Competencies,Effective Communication,Foundation,12 hrs,"English, Hindi",Capacity Building Commission (CBC),Behavioural & Managerial Competencies; Effective Communication; Foundation,https://igotkarmayogi.gov.in/#/explore?searchQuery=Effective%20Communication,SYNTHETIC_SAMPLE_FOR_DEMO
IGOT-0125,Effective Communication – Intermediate Level,Behavioural & Managerial Competencies,Effective Communication,Intermediate,20 hrs,"English, Hindi, Regional",iGOT Karmayogi Central Content Team,Behavioural & Managerial Competencies; Effective Communication; Intermediate,https://igotkarmayogi.gov.in/#/explore?searchQuery=Effective%20Communication,SYNTHETIC_SAMPLE_FOR_DEMO
IGOT-0126,Effective Communication – Advanced Level,Behavioural & Managerial Competencies,Effective Communication,Advanced,2 hrs,English,National Statistical Systems Training Academy (NSSTA),Behavioural & Managerial Competencies; Effective Communication; Advanced,https://igotkarmayogi.gov.in/#/explore?searchQuery=Effective%20Communication,SYNTHETIC_SAMPLE_FOR_DEMO
IGOT-0127,Project Management for Govt Officials – Foundation Level,Behavioural & Managerial Competencies,Project Management for Govt Officials,Foundation,4 hrs,"English, Hindi",Indian Institute of Public Administration (IIPA),Behavioural & Managerial Competencies; Project Management for Govt Officials; Foundation,https://igotkarmayogi.gov.in/#/explore?searchQuery=Project%20Management%20for%20Govt%20Officials,SYNTHETIC_SAMPLE_FOR_DEMO
IGOT-0128,Project Management for Govt Officials – Intermediate Level,Behavioural & Managerial Competencies,Project Management for Govt Officials,Intermediate,6 hrs,"English, Hindi, Regional",Ministry of Statistics and Programme Implementation (MoSPI),Behavioural & Managerial Competencies; Project Management for Govt Officials; Intermediate,https://igotkarmayogi.gov.in/#/explore?searchQuery=Project%20Management%20for%20Govt%20Officials,SYNTHETIC_SAMPLE_FOR_DEMO
IGOT-0129,Project Management for Govt Officials – Advanced Level,Behavioural & Managerial Competencies,Project Management for Govt Officials,Advanced,8 hrs,English,National Informatics Centre (NIC),Behavioural & Managerial Competencies; Project Management for Govt Officials; Advanced,https://igotkarmayogi.gov.in/#/explore?searchQuery=Project%20Management%20for%20Govt%20Officials,SYNTHETIC_SAMPLE_FOR_DEMO
IGOT-0130,Ethics in Public Administration – Foundation Level,Behavioural & Managerial Competencies,Ethics in Public Administration,Foundation,12 hrs,"English, Hindi",Capacity Building Commission (CBC),Behavioural & Managerial Competencies; Ethics in Public Administration; Foundation,https://igotkarmayogi.gov.in/#/explore?searchQuery=Ethics%20in%20Public%20Administration,SYNTHETIC_SAMPLE_FOR_DEMO
IGOT-0131,Ethics in Public Administration – Intermediate Level,Behavioural & Managerial Competencies,Ethics in Public Administration,Intermediate,20 hrs,"English, Hindi, Regional",iGOT Karmayogi Central Content Team,Behavioural & Managerial Competencies; Ethics in Public Administration; Intermediate,https://igotkarmayogi.gov.in/#/explore?searchQuery=Ethics%20in%20Public%20Administration,SYNTHETIC_SAMPLE_FOR_DEMO
IGOT-0132,Ethics in Public Administration – Advanced Level,Behavioural & Managerial Competencies,Ethics in Public Administration,Advanced,2 hrs,English,National Statistical Systems Training Academy (NSSTA),Behavioural & Managerial Competencies; Ethics in Public Administration; Advanced,https://igotkarmayogi.gov.in/#/explore?searchQuery=Ethics%20in%20Public%20Administration,SYNTHETIC_SAMPLE_FOR_DEMO
IGOT-0133,Decision Making under Uncertainty – Foundation Level,Behavioural & Managerial Competencies,Decision Making under Uncertainty,Foundation,4 hrs,"English, Hindi",Indian Institute of Public Administration (IIPA),Behavioural & Managerial Competencies; Decision Making under Uncertainty; Foundation,https://igotkarmayogi.gov.in/#/explore?searchQuery=Decision%20Making%20under%20Uncertainty,SYNTHETIC_SAMPLE_FOR_DEMO
IGOT-0134,Decision Making under Uncertainty – Intermediate Level,Behavioural & Managerial Competencies,Decision Making under Uncertainty,Intermediate,6 hrs,"English, Hindi, Regional",Ministry of Statistics and Programme Implementation (MoSPI),Behavioural & Managerial Competencies; Decision Making under Uncertainty; Intermediate,https://igotkarmayogi.gov.in/#/explore?searchQuery=Decision%20Making%20under%20Uncertainty,SYNTHETIC_SAMPLE_FOR_DEMO
IGOT-0135,Decision Making under Uncertainty – Advanced Level,Behavioural & Managerial Competencies,Decision Making under Uncertainty,Advanced,8 hrs,English,National Informatics Centre (NIC),Behavioural & Managerial Competencies; Decision Making under Uncertainty; Advanced,https://igotkarmayogi.gov.in/#/explore?searchQuery=Decision%20Making%20under%20Uncertainty,SYNTHETIC_SAMPLE_FOR_DEMO
IGOT-0136,Change Management – Foundation Level,Behavioural & Managerial Competencies,Change Management,Foundation,12 hrs,"English, Hindi",Capacity Building Commission (CBC),Behavioural & Managerial Competencies; Change Management; Foundation,https://igotkarmayogi.gov.in/#/explore?searchQuery=Change%20Management,SYNTHETIC_SAMPLE_FOR_DEMO
IGOT-0137,Change Management – Intermediate Level,Behavioural & Managerial Competencies,Change Management,Intermediate,20 hrs,"English, Hindi, Regional",iGOT Karmayogi Central Content Team,Behavioural & Managerial Competencies; Change Management; Intermediate,https://igotkarmayogi.gov.in/#/explore?searchQuery=Change%20Management,SYNTHETIC_SAMPLE_FOR_DEMO
IGOT-0138,Change Management – Advanced Level,Behavioural & Managerial Competencies,Change Management,Advanced,2 hrs,English,National Statistical Systems Training Academy (NSSTA),Behavioural & Managerial Competencies; Change Management; Advanced,https://igotkarmayogi.gov.in/#/explore?searchQuery=Change%20Management,SYNTHETIC_SAMPLE_FOR_DEMO
IGOT-0139,Team Building & Collaboration – Foundation Level,Behavioural & Managerial Competencies,Team Building & Collaboration,Foundation,4 hrs,"English, Hindi",Indian Institute of Public Administration (IIPA),Behavioural & Managerial Competencies; Team Building & Collaboration; Foundation,https://igotkarmayogi.gov.in/#/explore?searchQuery=Team%20Building%20%26%20Collaboration,SYNTHETIC_SAMPLE_FOR_DEMO
IGOT-0140,Team Building & Collaboration – Intermediate Level,Behavioural & Managerial Competencies,Team Building & Collaboration,Intermediate,6 hrs,"English, Hindi, Regional",Ministry of Statistics and Programme Implementation (MoSPI),Behavioural & Managerial Competencies; Team Building & Collaboration; Intermediate,https://igotkarmayogi.gov.in/#/explore?searchQuery=Team%20Building%20%26%20Collaboration,SYNTHETIC_SAMPLE_FOR_DEMO
IGOT-0141,Team Building & Collaboration – Advanced Level,Behavioural & Managerial Competencies,Team Building & Collaboration,Advanced,8 hrs,English,National Informatics Centre (NIC),Behavioural & Managerial Competencies; Team Building & Collaboration; Advanced,https://igotkarmayogi.gov.in/#/explore?searchQuery=Team%20Building%20%26%20Collaboration,SYNTHETIC_SAMPLE_FOR_DEMO
IGOT-0142,Time Management – Foundation Level,Behavioural & Managerial Competencies,Time Management,Foundation,12 hrs,"English, Hindi",Capacity Building Commission (CBC),Behavioural & Managerial Competencies; Time Management; Foundation,https://igotkarmayogi.gov.in/#/explore?searchQuery=Time%20Management,SYNTHETIC_SAMPLE_FOR_DEMO
IGOT-0143,Time Management – Intermediate Level,Behavioural & Managerial Competencies,Time Management,Intermediate,20 hrs,"English, Hindi, Regional",iGOT Karmayogi Central Content Team,Behavioural & Managerial Competencies; Time Management; Intermediate,https://igotkarmayogi.gov.in/#/explore?searchQuery=Time%20Management,SYNTHETIC_SAMPLE_FOR_DEMO
IGOT-0144,Time Management – Advanced Level,Behavioural & Managerial Competencies,Time Management,Advanced,2 hrs,English,National Statistical Systems Training Academy (NSSTA),Behavioural & Managerial Competencies; Time Management; Advanced,https://igotkarmayogi.gov.in/#/explore?searchQuery=Time%20Management,SYNTHETIC_SAMPLE_FOR_DEMO
IGOT-0145,Conflict Resolution – Foundation Level,Behavioural & Managerial Competencies,Conflict Resolution,Foundation,4 hrs,"English, Hindi",Indian Institute of Public Administration (IIPA),Behavioural & Managerial Competencies; Conflict Resolution; Foundation,https://igotkarmayogi.gov.in/#/explore?searchQuery=Conflict%20Resolution,SYNTHETIC_SAMPLE_FOR_DEMO
IGOT-0146,Conflict Resolution – Intermediate Level,Behavioural & Managerial Competencies,Conflict Resolution,Intermediate,6 hrs,"English, Hindi, Regional",Ministry of Statistics and Programme Implementation (MoSPI),Behavioural & Managerial Competencies; Conflict Resolution; Intermediate,https://igotkarmayogi.gov.in/#/explore?searchQuery=Conflict%20Resolution,SYNTHETIC_SAMPLE_FOR_DEMO
IGOT-0147,Conflict Resolution – Advanced Level,Behavioural & Managerial Competencies,Conflict Resolution,Advanced,8 hrs,English,National Informatics Centre (NIC),Behavioural & Managerial Competencies; Conflict Resolution; Advanced,https://igotkarmayogi.gov.in/#/explore?searchQuery=Conflict%20Resolution,SYNTHETIC_SAMPLE_FOR_DEMO
IGOT-0148,Stress Management at Workplace – Foundation Level,Behavioural & Managerial Competencies,Stress Management at Workplace,Foundation,12 hrs,"English, Hindi",Capacity Building Commission (CBC),Behavioural & Managerial Competencies; Stress Management at Workplace; Foundation,https://igotkarmayogi.gov.in/#/explore?searchQuery=Stress%20Management%20at%20Workplace,SYNTHETIC_SAMPLE_FOR_DEMO
IGOT-0149,Stress Management at Workplace – Intermediate Level,Behavioural & Managerial Competencies,Stress Management at Workplace,Intermediate,20 hrs,"English, Hindi, Regional",iGOT Karmayogi Central Content Team,Behavioural & Managerial Competencies; Stress Management at Workplace; Intermediate,https://igotkarmayogi.gov.in/#/explore?searchQuery=Stress%20Management%20at%20Workplace,SYNTHETIC_SAMPLE_FOR_DEMO
IGOT-0150,Stress Management at Workplace – Advanced Level,Behavioural & Managerial Competencies,Stress Management at Workplace,Advanced,2 hrs,English,National Statistical Systems Training Academy (NSSTA),Behavioural & Managerial Competencies; Stress Management at Workplace; Advanced,https://igotkarmayogi.gov.in/#/explore?searchQuery=Stress%20Management%20at%20Workplace,SYNTHETIC_SAMPLE_FOR_DEMO
IGOT-0151,RTI & Public Accountability – Foundation Level,Behavioural & Managerial Competencies,RTI & Public Accountability,Foundation,4 hrs,"English, Hindi",Indian Institute of Public Administration (IIPA),Behavioural & Managerial Competencies; RTI & Public Accountability; Foundation,https://igotkarmayogi.gov.in/#/explore?searchQuery=RTI%20%26%20Public%20Accountability,SYNTHETIC_SAMPLE_FOR_DEMO
IGOT-0152,RTI & Public Accountability – Intermediate Level,Behavioural & Managerial Competencies,RTI & Public Accountability,Intermediate,6 hrs,"English, Hindi, Regional",Ministry of Statistics and Programme Implementation (MoSPI),Behavioural & Managerial Competencies; RTI & Public Accountability; Intermediate,https://igotkarmayogi.gov.in/#/explore?searchQuery=RTI%20%26%20Public%20Accountability,SYNTHETIC_SAMPLE_FOR_DEMO
IGOT-0153,RTI & Public Accountability – Advanced Level,Behavioural & Managerial Competencies,RTI & Public Accountability,Advanced,8 hrs,English,National Informatics Centre (NIC),Behavioural & Managerial Competencies; RTI & Public Accountability; Advanced,https://igotkarmayogi.gov.in/#/explore?searchQuery=RTI%20%26%20Public%20Accountability,SYNTHETIC_SAMPLE_FOR_DEMO
IGOT-0154,Office Procedure & File Management – Foundation Level,Behavioural & Managerial Competencies,Office Procedure & File Management,Foundation,12 hrs,"English, Hindi",Capacity Building Commission (CBC),Behavioural & Managerial Competencies; Office Procedure & File Management; Foundation,https://igotkarmayogi.gov.in/#/explore?searchQuery=Office%20Procedure%20%26%20File%20Management,SYNTHETIC_SAMPLE_FOR_DEMO
IGOT-0155,Office Procedure & File Management – Intermediate Level,Behavioural & Managerial Competencies,Office Procedure & File Management,Intermediate,20 hrs,"English, Hindi, Regional",iGOT Karmayogi Central Content Team,Behavioural & Managerial Competencies; Office Procedure & File Management; Intermediate,https://igotkarmayogi.gov.in/#/explore?searchQuery=Office%20Procedure%20%26%20File%20Management,SYNTHETIC_SAMPLE_FOR_DEMO
IGOT-0156,Office Procedure & File Management – Advanced Level,Behavioural & Managerial Competencies,Office Procedure & File Management,Advanced,2 hrs,English,National Statistical Systems Training Academy (NSSTA),Behavioural & Managerial Competencies; Office Procedure & File Management; Advanced,https://igotkarmayogi.gov.in/#/explore?searchQuery=Office%20Procedure%20%26%20File%20Management,SYNTHETIC_SAMPLE_FOR_DEMO
IGOT-0157,Survey Design – Foundation (Module 1),Statistical Competencies,Survey Design,Foundation,4 hrs,"English, Hindi",Indian Institute of Public Administration (IIPA),Statistical Competencies; Survey Design; Foundation; Module 1,https://igotkarmayogi.gov.in/#/explore?searchQuery=Survey%20Design,SYNTHETIC_SAMPLE_FOR_DEMO
